Location,Location_Type,Year,Month,Price_Studio,Price_1br,Price_2br,Price_3br,Price_4br,MoM_Price_Change,YoY_Price_Change
"National","National",2018,6,830,950,1178,1583,1844,.4,1.4
"Alabama","State",2018,6,608,662,804,1074,1250,.6,1.1
"Alaska","State",2018,6,815,932,1191,1684,2022,.1,-.7
"Arizona","State",2018,6,701,828,1046,1513,1755,.4,2.4
"Arkansas","State",2018,6,525,572,722,979,1146,.1,.6
"California","State",2018,6,1232,1450,1849,2561,2975,.4,2.1
"Colorado","State",2018,6,871,1025,1300,1873,2195,.5,.9
"Connecticut","State",2018,6,910,1089,1363,1732,2002,.3,1.2
"Delaware","State",2018,6,850,980,1195,1578,1792,.9,.5
"District of Columbia","State",2018,6,1398,1469,1695,2233,2772,.5,-.2
"Florida","State",2018,6,834,968,1206,1634,1962,.4,2.6
"Georgia","State",2018,6,817,865,1020,1354,1645,.3,2.2
"Hawaii","State",2018,6,1275,1439,1888,2704,3267,-.9,-3.6
"Idaho","State",2018,6,569,648,839,1179,1433,.6,2.9
"Illinois","State",2018,6,789,910,1092,1405,1663,.3,-.2
"Indiana","State",2018,6,560,651,819,1077,1216,.2,1.2
"Iowa","State",2018,6,528,611,782,1050,1174,.2,.2
"Kansas","State",2018,6,564,661,847,1149,1324,.4,1.2
"Kentucky","State",2018,6,538,604,769,1048,1207,.1,-.8
"Louisiana","State",2018,6,605,696,845,1093,1279,-.2,-.7
"Maine","State",2018,6,717,787,978,1288,1439,.1,.9
"Maryland","State",2018,6,1111,1247,1502,1958,2370,.5,.9
"Massachusetts","State",2018,6,1137,1302,1619,2032,2259,.6,1.4
"Michigan","State",2018,6,606,718,918,1230,1354,.3,1.5
"Minnesota","State",2018,6,696,846,1075,1492,1746,.3,2.1
"Mississippi","State",2018,6,585,665,810,1070,1210,.3,2.1
"Missouri","State",2018,6,575,663,848,1146,1314,.1,.2
"Montana","State",2018,6,550,613,778,1086,1297,-.2,-.8
"Nebraska","State",2018,6,531,648,829,1115,1254,.1,-.2
"Nevada","State",2018,6,714,870,1092,1585,1907,.5,3.8
"New Hampshire","State",2018,6,909,1021,1303,1714,1917,.5,2.2
"New Jersey","State",2018,6,1091,1251,1535,1985,2292,.3,.8
"New Mexico","State",2018,6,567,665,818,1141,1350,0,.6
"New York","State",2018,6,1157,1278,1521,1955,2153,.5,.7
"North Carolina","State",2018,6,690,748,899,1211,1460,.6,1
"North Dakota","State",2018,6,557,610,785,1104,1266,.3,-.3
"Ohio","State",2018,6,569,659,847,1122,1257,.3,1
"Oklahoma","State",2018,6,532,601,771,1046,1216,.2,.5
"Oregon","State",2018,6,880,988,1213,1758,2111,-.1,-1.1
"Pennsylvania","State",2018,6,711,826,1022,1300,1431,.4,1.2
"Rhode Island","State",2018,6,849,962,1164,1476,1768,.4,-1.1
"South Carolina","State",2018,6,683,778,933,1240,1495,.6,1.8
"South Dakota","State",2018,6,487,565,723,987,1121,.1,.4
"Tennessee","State",2018,6,614,694,857,1143,1346,.4,1.4
"Texas","State",2018,6,731,843,1049,1415,1744,.4,2.1
"Utah","State",2018,6,660,795,983,1411,1646,.3,3.2
"Vermont","State",2018,6,868,977,1232,1630,1791,.5,2.1
"Virginia","State",2018,6,995,1049,1238,1658,2029,.5,.7
"Washington","State",2018,6,1010,1159,1453,2092,2478,.2,.9
"West Virginia","State",2018,6,544,606,736,976,1107,.5,-.2
"Wisconsin","State",2018,6,579,679,861,1141,1278,.2,.7
"Wyoming","State",2018,6,544,609,782,1064,1259,.3,-.1
"Aberdeen, MD","City",2018,6,787,956,1199,1542,1806,.3,1
"Abilene, TX","City",2018,6,589,642,853,1067,1420,-.3,-.4
"Abington, MA","City",2018,6,1281,1462,1813,2278,2511,1.6,-.9
"Acworth, GA","City",2018,6,929,974,1125,1477,1816,0,.3
"Addison, TX","City",2018,6,829,988,1228,1665,2121,1.2,-.7
"Adelanto, CA","City",2018,6,836,1001,1251,1758,2166,-.5,2.5
"Agoura Hills, CA","City",2018,6,1964,2338,3004,4083,4502,.3,-.1
"Aiken, SC","City",2018,6,625,687,827,1125,1458,0,
"Akron, OH","City",2018,6,538,621,822,1059,1135,1.1,3.7
"Alameda, CA","City",2018,6,1950,2396,3010,4050,4816,1.1,2.9
"Albany, GA","City",2018,6,595,634,773,1037,1072,-1,-1.4
"Albany, NY","City",2018,6,753,893,1099,1375,1514,.1,2.8
"Albany, OR","City",2018,6,632,752,989,1441,1690,-.2,2.4
"Albuquerque, NM","City",2018,6,548,704,864,1257,1522,-.1,.7
"Alexandria, VA","City",2018,6,1508,1584,1830,2413,2992,.8,.8
"Aliso Viejo, CA","City",2018,6,1380,1643,2111,2869,3163,.3,-17.7
"Allen, TX","City",2018,6,1042,1242,1544,2093,2666,.4,1.7
"Allentown, PA","City",2018,6,721,884,1117,1428,1559,-.7,1.6
"Alpharetta, GA","City",2018,6,1171,1228,1419,1863,2289,.3,.4
"Alpine, CA","City",2018,6,1438,1593,2066,2975,3641,1.3,2.8
"Altamonte Springs, FL","City",2018,6,953,1041,1247,1659,1996,.9,4.9
"Amarillo, TX","City",2018,6,535,643,842,1107,1328,.2,-1.4
"Ames, IA","City",2018,6,650,817,993,1365,1640,-.9,
"Anaheim, CA","City",2018,6,1363,1622,2084,2833,3124,-.3,1.7
"Anchorage, AK","City",2018,6,734,846,1085,1579,1911,0,-.7
"Anderson, IN","City",2018,6,604,696,867,1159,1331,.4,
"Anderson, SC","City",2018,6,583,664,797,1060,1254,.7,1.5
"Andover, MA","City",2018,6,1094,1249,1548,1946,2145,-5.8,
"Ankeny, IA","City",2018,6,636,752,925,1254,1366,.6,-1.9
"Ann Arbor, MI","City",2018,6,1009,1075,1297,1781,2234,.1,2
"Annapolis, MD","City",2018,6,1241,1507,1891,2431,2847,1.1,4.8
"Anniston, AL","City",2018,6,302,328,436,567,635,-.1,-.6
"Anoka, MN","City",2018,6,767,945,1192,1688,1973,.3,3.4
"Antelope, CA","City",2018,6,1153,1299,1647,2393,2902,.4,3.4
"Antioch, CA","City",2018,6,2322,2854,3585,4823,5735,-.2,3.9
"Antioch, IL","City",2018,6,831,965,1135,1451,1727,.2,1.8
"Apache Junction, AZ","City",2018,6,470,571,711,1035,1201,-.2,1
"Apex, NC","City",2018,6,912,1106,1287,1705,2015,1.6,.7
"Apopka, FL","City",2018,6,891,974,1167,1553,1868,.4,2.1
"Apple Valley, CA","City",2018,6,758,906,1134,1593,1963,0,1
"Aransas Pass, TX","City",2018,6,619,648,809,1078,1239,.6,
"Ardmore, PA","City",2018,6,996,1182,1427,1786,1987,-.3,1.3
"Arlington Heights, IL","City",2018,6,1074,1246,1466,1875,2232,.7,-.7
"Arlington, MA","City",2018,6,1325,1512,1874,2356,2596,.5,5.4
"Arlington, TX","City",2018,6,824,982,1221,1655,2108,.4,3.3
"Arlington, VA","City",2018,6,1708,1794,2073,2734,3390,1.2,1
"Arvada, CO","City",2018,6,999,1221,1545,2245,2600,1.1,4.2
"Ashburn, VA","City",2018,6,1896,1991,2300,3033,3761,1.7,7.2
"Asheboro, NC","City",2018,6,508,569,672,899,1065,.2,
"Asheville, NC","City",2018,6,872,885,1106,1471,1931,.9,2.8
"Ashland, OR","City",2018,6,657,692,920,1340,1536,-.4,-1.4
"Athens, GA","City",2018,6,679,757,887,1204,1536,.8,4.1
"Atlanta, GA","City",2018,6,972,1019,1177,1545,1899,.4,1.9
"Auburn Hills, MI","City",2018,6,762,921,1198,1591,1726,-.2,3.5
"Auburn, AL","City",2018,6,623,688,915,1233,1494,1.7,4
"Auburn, WA","City",2018,6,1163,1332,1659,2407,2863,-.2,2.7
"Audubon, NJ","City",2018,6,746,886,1070,1338,1489,.4,2.1
"Augusta, GA","City",2018,6,583,641,772,1051,1361,.5,1.8
"Aurora, CO","City",2018,6,1002,1224,1549,2250,2606,.3,-.3
"Aurora, IL","City",2018,6,962,1116,1313,1679,1999,.5,2
"Austell, GA","City",2018,6,851,892,1031,1353,1663,0,1.1
"Austin, TX","City",2018,6,938,1137,1404,1902,2288,.8,.6
"Avon, IN","City",2018,6,822,954,1181,1583,1805,-.4,3.9
"Avon, OH","City",2018,6,916,1096,1366,1795,1901,-1.2,
"Avondale, AZ","City",2018,6,815,990,1233,1795,2083,.5,2.2
"Bakersfield, CA","City",2018,6,693,722,937,1357,1633,.1,2
"Balch Springs, TX","City",2018,6,746,889,1105,1498,1909,0,3.2
"Ballwin, MO","City",2018,6,884,1003,1302,1724,2012,.1,-.7
"Baltimore, MD","City",2018,6,786,954,1197,1539,1802,.8,-.6
"Bangor, ME","City",2018,6,677,733,928,1166,1416,1.3,
"Baton Rouge, LA","City",2018,6,640,782,906,1148,1440,-.2,-4.1
"Battle Creek, MI","City",2018,6,555,691,862,1141,1250,.1,.1
"Bay City, MI","City",2018,6,464,557,732,963,1009,-.6,
"Bay Shore, NY","City",2018,6,1350,1499,1786,2302,2564,.5,
"Bayonne, NJ","City",2018,6,1169,1298,1546,1994,2221,-1.6,
"Baytown, TX","City",2018,6,763,865,1058,1443,1834,.5,2.8
"Beachwood, OH","City",2018,6,948,1134,1412,1857,1966,1.3,6.6
"Beaumont, TX","City",2018,6,654,830,1008,1302,1420,-3.3,-3.2
"Beaverton, OR","City",2018,6,1342,1493,1761,2564,3103,.7,.6
"Bedford, OH","City",2018,6,518,620,772,1015,1075,0,
"Bedford, TX","City",2018,6,854,1018,1265,1716,2185,1.2,3.1
"Beech Grove, IN","City",2018,6,582,675,836,1121,1278,.4,2.9
"Bel Air, MD","City",2018,6,1006,1222,1533,1971,2309,1.3,
"Bellbrook, OH","City",2018,6,669,746,974,1309,1545,-.1,
"Belleville, IL","City",2018,6,636,721,937,1241,1448,-.1,.7
"Belleville, MI","City",2018,6,744,849,1080,1468,1649,.8,2.9
"Bellevue, NE","City",2018,6,598,753,941,1267,1389,.3,0
"Bellevue, WA","City",2018,6,1635,1872,2332,3384,4025,.5,.1
"Bellflower, CA","City",2018,6,1166,1388,1784,2424,2673,-.1,3
"Bellingham, MA","City",2018,6,1466,1673,2074,2607,2873,1.3,
"Bellingham, WA","City",2018,6,763,861,1119,1621,1951,-.1,4.4
"Bellmawr, NJ","City",2018,6,775,920,1110,1389,1546,.7,1.4
"Belmont, CA","City",2018,6,2204,2708,3402,4577,5443,.8,.6
"Belton, MO","City",2018,6,691,874,1072,1465,1658,-.5,
"Bend, OR","City",2018,6,767,841,983,1411,1731,.5,.2
"Benicia, CA","City",2018,6,1087,1355,1695,2466,2986,-.6,4.2
"Bensenville, IL","City",2018,6,886,1028,1209,1546,1840,0,1.4
"Bentonville, AR","City",2018,6,625,663,856,1229,1496,-.2,-.3
"Berkeley, CA","City",2018,6,1719,2113,2654,3571,4246,.9,-5.2
"Berkley, MI","City",2018,6,991,1197,1558,2069,2244,-.7,
"Bethany, OK","City",2018,6,618,684,876,1199,1464,.2,4
"Bethesda, MD","City",2018,6,2020,2121,2450,3232,4008,.8,2.3
"Bethlehem, PA","City",2018,6,695,852,1077,1377,1504,-.7,
"Beverly Hills, CA","City",2018,6,2670,3178,4083,5550,6119,.1,.9
"Beverly, MA","City",2018,6,1212,1383,1715,2155,2375,.1,2.9
"Biloxi, MS","City",2018,6,653,685,790,1110,1326,-.1,1.1
"Binghamton, NY","City",2018,6,652,717,921,1245,1431,-.1,
"Birmingham, AL","City",2018,6,721,811,939,1263,1416,1.1,1.6
"Bismarck, ND","City",2018,6,593,607,801,1114,1404,.6,-.5
"Bixby, OK","City",2018,6,611,724,935,1261,1387,-.1,1.8
"Blackwood, NJ","City",2018,6,945,1122,1355,1695,1886,2.8,10.2
"Bloomfield Hills, MI","City",2018,6,788,952,1239,1646,1785,.5,
"Bloomingdale, IL","City",2018,6,1257,1459,1716,2195,2612,1,5.6
"Bloomingdale, NJ","City",2018,6,1520,1687,2010,2592,2887,-3,.2
"Bloomington, IL","City",2018,6,546,600,792,1072,1358,.1,-.6
"Bloomington, IN","City",2018,6,682,734,935,1250,1580,.1,1.4
"Blue Springs, MO","City",2018,6,717,907,1112,1521,1721,0,.7
"Bluffton, SC","City",2018,6,1089,1165,1345,1761,2292,-.6,11.1
"Boca Raton, FL","City",2018,6,1167,1443,1830,2520,3034,.2,1.7
"Boerne, TX","City",2018,6,916,1128,1418,1875,2252,2.4,8.6
"Boise, ID","City",2018,6,587,721,925,1339,1576,1,3.6
"Bolingbrook, IL","City",2018,6,1096,1272,1496,1913,2277,.4,.4
"Bonita Springs, FL","City",2018,6,854,937,1162,1516,1720,-1.4,2.6
"Bonita, CA","City",2018,6,1597,1769,2294,3304,4043,.4,3.4
"Bossier City, LA","City",2018,6,635,774,902,1149,1278,.2,.4
"Boston, MA","City",2018,6,1478,1686,2091,2627,2896,.3,0
"Bothell, WA","City",2018,6,1583,1812,2256,3275,3895,.5,4.8
"Boulder City, NV","City",2018,6,603,737,914,1330,1603,-.7,.8
"Boulder, CO","City",2018,6,1016,1157,1412,2014,2355,.6,2
"Bountiful, UT","City",2018,6,651,782,1003,1431,1679,0,4.1
"Bowie, MD","City",2018,6,1985,2084,2408,3176,3938,1.3,-2.3
"Bowling Green, KY","City",2018,6,574,622,789,1082,1295,.2,1
"Boynton Beach, FL","City",2018,6,1062,1314,1666,2293,2761,.5,2
"Bradenton, FL","City",2018,6,866,931,1196,1642,1995,.6,3.5
"Brandon, FL","City",2018,6,879,1004,1250,1652,1982,0,1.1
"Brea, CA","City",2018,6,1465,1744,2241,3045,3358,.3,3.2
"Bremerton, WA","City",2018,6,618,753,974,1392,1629,.2,
"Brentwood, CA","City",2018,6,2345,2882,3621,4871,5793,,
"Bridgeton, MO","City",2018,6,599,679,881,1168,1362,0,-.2
"Brighton, CO","City",2018,6,1045,1273,1613,2344,2722,1.5,6.4
"Brighton, MI","City",2018,6,733,886,1153,1532,1662,0,
"Bristol, CT","City",2018,6,680,842,1054,1328,1489,-.1,-3.3
"Brockport, NY","City",2018,6,629,743,921,1153,1270,-.3,-.6
"Brockton, MA","City",2018,6,1154,1317,1633,2052,2262,-.5,-1.2
"Broken Arrow, OK","City",2018,6,677,802,1036,1397,1536,-.9,2.1
"Bronxville, NY","City",2018,6,1433,1591,1896,2444,2722,-1.1,-1.2
"Brookline, MA","City",2018,6,1863,2125,2636,3312,3651,1.2,.1
"Brooksville, FL","City",2018,6,668,742,935,1242,1504,-1.1,-1.6
"Broomfield, CO","City",2018,6,1130,1356,1701,2461,2857,.9,3.3
"Brownsburg, IN","City",2018,6,654,759,940,1260,1436,.4,-.7
"Brownsville, TX","City",2018,6,516,523,678,895,1053,-.9,-3.8
"Brunswick, OH","City",2018,6,596,713,889,1169,1238,.7,
"Bryan, TX","City",2018,6,625,700,846,1232,1491,.2,.2
"Bryn Mawr, PA","City",2018,6,1090,1294,1563,1955,2175,.3,-.4
"Buckeye, AZ","City",2018,6,788,957,1192,1735,2013,-.5,1
"Buena Park, CA","City",2018,6,1377,1639,2106,2862,3155,.4,4.8
"Buffalo Grove, IL","City",2018,6,1145,1328,1563,1998,2378,.1,1.3
"Buffalo, NY","City",2018,6,708,716,870,1106,1278,-.5,1.5
"Buford, GA","City",2018,6,994,1048,1230,1597,1858,-.8,1.9
"Bullhead City, AZ","City",2018,6,573,653,826,1183,1277,.9,
"Burbank, CA","City",2018,6,1370,1630,2095,2847,3139,1.2,6.3
"Burleson, TX","City",2018,6,942,1122,1394,1890,2408,-.5,7.8
"Burlingame, CA","City",2018,6,2227,2736,3438,4625,5500,1.6,5.9
"Burlington, MA","City",2018,6,1691,1929,2392,3006,3313,.5,1.9
"Burlington, NC","City",2018,6,716,752,928,1258,1399,0,1
"Burnsville, MN","City",2018,6,876,1080,1362,1929,2255,.6,2.7
"Burton, MI","City",2018,6,536,635,844,1112,1206,-.3,1.9
"Calabasas, CA","City",2018,6,1976,2352,3022,4108,4529,.4,3.1
"Caldwell, ID","City",2018,6,495,607,779,1128,1328,-.4,-1.7
"California City, CA","City",2018,6,752,783,1017,1471,1772,-.4,
"California, MD","City",2018,6,1098,1336,1559,2103,2682,.8,1.3
"Calumet City, IL","City",2018,6,766,889,1046,1338,1592,0,-.2
"Camarillo, CA","City",2018,6,1507,1788,2376,3384,4044,.9,1.9
"Cambridge, MA","City",2018,6,1593,1818,2254,2832,3122,.6,2
"Camp Hill, PA","City",2018,6,707,853,1085,1407,1504,2.2,-6.6
"Campbell, CA","City",2018,6,1625,1910,2394,3323,3830,.3,.5
"Canandaigua, NY","City",2018,6,695,822,1018,1275,1404,.8,2.7
"Canby, OR","City",2018,6,1329,1478,1744,2539,3073,-1.1,1.5
"Canton, GA","City",2018,6,961,1008,1164,1528,1878,.2,3.8
"Cape Coral, FL","City",2018,6,829,895,1112,1442,1609,-.7,-1.2
"Carbondale, IL","City",2018,6,530,593,767,1074,1205,-.5,.7
"Carlisle, PA","City",2018,6,599,724,902,1160,1242,,
"Carlsbad, CA","City",2018,6,1713,1897,2460,3543,4336,1.1,3
"Carmel, IN","City",2018,6,830,963,1192,1598,1822,-.6,.3
"Carmichael, CA","City",2018,6,821,925,1173,1703,2066,-.3,.7
"Carnegie, PA","City",2018,6,501,581,727,910,1002,.1,.3
"Carol Stream, IL","City",2018,6,961,1115,1311,1677,1996,.6,-1.1
"Carpentersville, IL","City",2018,6,945,1097,1291,1651,1964,-.2,.4
"Carrboro, NC","City",2018,6,752,883,1042,1415,1572,-1.2,-.4
"Carrollton, GA","City",2018,6,670,703,812,1066,1310,0,3.8
"Carrollton, TX","City",2018,6,925,1102,1370,1857,2365,.2,3.6
"Carson City, NV","City",2018,6,621,759,967,1408,1705,.5,.8
"Carson, CA","City",2018,6,1262,1503,1931,2624,2893,.5,-2.5
"Cary, IL","City",2018,6,962,1116,1313,1680,1999,0,
"Cary, NC","City",2018,6,869,1068,1236,1619,1967,1.1,1.2
"Casa Grande, AZ","City",2018,6,622,756,942,1371,1590,1.2,4.9
"Casper, WY","City",2018,6,574,658,809,1116,1386,1.1,-3.6
"Casselberry, FL","City",2018,6,971,1061,1271,1691,2034,1,5.3
"Cassopolis, MI","City",2018,6,492,599,754,975,1040,,
"Castle Rock, CO","City",2018,6,1164,1421,1799,2614,3028,1.9,7
"Castro Valley, CA","City",2018,6,2024,2487,3124,4204,4998,.3,2.6
"Catonsville, MD","City",2018,6,915,1111,1394,1792,2099,.5,2.2
"Cedar Falls, IA","City",2018,6,536,641,812,1076,1315,-.2,2
"Cedar Hill, TX","City",2018,6,960,1144,1422,1928,2455,.1,.3
"Cedar Park, TX","City",2018,6,1078,1306,1613,2185,2629,.4,1.4
"Cedar Rapids, IA","City",2018,6,576,677,894,1266,1406,.5,1.9
"Center Line, MI","City",2018,6,429,519,675,897,973,0,
"Centreville, VA","City",2018,6,1536,1613,1863,2458,3048,.1,-3.5
"Champaign, IL","City",2018,6,604,743,921,1157,1541,-.4,-1.7
"Champlin, MN","City",2018,6,882,1087,1371,1941,2270,-.2,2.8
"Chandler, AZ","City",2018,6,892,1083,1350,1965,2279,.8,6.1
"Chanhassen, MN","City",2018,6,1037,1278,1612,2282,2668,-.2,5.6
"Chapel Hill, NC","City",2018,6,866,1017,1199,1629,1809,0,4.5
"Charleston, SC","City",2018,6,838,960,1144,1515,1957,1.6,4.3
"Charlotte, MI","City",2018,6,524,652,812,1073,1209,.3,
"Charlotte, NC","City",2018,6,866,959,1118,1507,1893,.5,1.4
"Charlottesville, VA","City",2018,6,794,1085,1252,1573,1856,.2,1.1
"Chaska, MN","City",2018,6,851,1049,1324,1875,2192,.3,3.3
"Chattanooga, TN","City",2018,6,613,721,896,1182,1465,-.3,.6
"Chelsea, MA","City",2018,6,1344,1534,1902,2390,2634,1.1,2.4
"Chesapeake, VA","City",2018,6,983,988,1189,1660,2071,0,1.5
"Chester, VA","City",2018,6,1041,1091,1259,1669,2033,.8,1.2
"Chesterfield, MO","City",2018,6,865,980,1273,1686,1967,-.3,2
"Cheyenne, WY","City",2018,6,606,635,844,1181,1375,-.2,-3.1
"Chicago Heights, IL","City",2018,6,788,915,1076,1376,1637,-.2,
"Chicago, IL","City",2018,6,929,1079,1269,1623,1931,.3,-1.3
"Chickasha, OK","City",2018,6,476,527,675,924,1128,0,
"Chico, CA","City",2018,6,772,858,1087,1582,1901,0,2.2
"Chino Hills, CA","City",2018,6,1313,1567,1985,2747,3220,.4,3.6
"Chino, CA","City",2018,6,1062,1267,1608,2219,2580,0,
"Chula Vista, CA","City",2018,6,1487,1647,2136,3076,3765,.7,2.7
"Cincinnati, OH","City",2018,6,551,641,843,1178,1375,.4,1.8
"Citrus Heights, CA","City",2018,6,958,1079,1369,1988,2412,.6,5.6
"Claremont, CA","City",2018,6,1236,1471,1890,2568,2832,-.1,3.4
"Clarkston, GA","City",2018,6,843,884,1021,1340,1647,-.1,4.1
"Clarksville, TN","City",2018,6,495,597,766,1050,1174,.1,2
"Clawson, MI","City",2018,6,550,665,865,1149,1246,-1.2,
"Clearfield, UT","City",2018,6,638,766,982,1401,1644,.5,
"Clearwater, FL","City",2018,6,834,952,1185,1567,1880,.6,3.8
"Clementon, NJ","City",2018,6,860,1021,1233,1542,1716,-.2,1
"Clemmons, NC","City",2018,6,695,715,872,1212,1387,.4,2.6
"Clemson, SC","City",2018,6,800,911,1094,1454,1721,-1.8,
"Cleveland, OH","City",2018,6,524,627,781,1026,1087,-.9,-1.5
"Clifton Heights, PA","City",2018,6,823,977,1180,1476,1642,1.4,4.4
"Clinton, MI","City",2018,6,677,721,870,1194,1497,-.3,1.1
"Clovis, CA","City",2018,6,953,1004,1261,1791,2090,-.2,3.5
"Cockeysville, MD","City",2018,6,899,1092,1370,1761,2063,.1,2.1
"Cohoes, NY","City",2018,6,701,831,1023,1279,1409,.2,
"College Park, MD","City",2018,6,1482,1556,1798,2371,2940,.9,-.8
"College Station, TX","City",2018,6,720,807,975,1420,1718,.1,-1.3
"Collierville, TN","City",2018,6,856,956,1130,1536,1800,.4,.3
"Collingswood, NJ","City",2018,6,933,1108,1337,1673,1862,.2,3.7
"Collinsville, IL","City",2018,6,613,696,903,1196,1396,0,
"Colorado Springs, CO","City",2018,6,782,952,1228,1785,2163,.1,2.2
"Columbia, MD","City",2018,6,1252,1521,1908,2453,2873,.5,-.6
"Columbia, MO","City",2018,6,515,573,726,1012,1239,0,-.2
"Columbia, SC","City",2018,6,657,829,958,1267,1578,.1,-.3
"Columbus, GA","City",2018,6,595,638,764,1064,1347,.2,.5
"Columbus, IN","City",2018,6,667,795,958,1238,1369,-.5,1
"Columbus, OH","City",2018,6,625,739,953,1226,1427,0,.5
"Comstock Park, MI","City",2018,6,566,693,842,1193,1317,0,
"Concord, CA","City",2018,6,1929,2371,2979,4008,4766,-1.2,-.1
"Concord, NC","City",2018,6,731,809,943,1272,1597,1,-2.2
"Conroe, TX","City",2018,6,771,874,1070,1459,1854,.6,3.3
"Converse, TX","City",2018,6,840,1035,1301,1721,2066,.3,1.3
"Conway, AR","City",2018,6,554,642,776,1047,1246,.2,.8
"Conyers, GA","City",2018,6,886,930,1074,1410,1732,1.6,3.1
"Coppell, TX","City",2018,6,1048,1249,1552,2104,2680,1.5,2.5
"Copperas Cove, TX","City",2018,6,588,592,785,1112,1382,-.4,1.9
"Coralville, IA","City",2018,6,654,775,1018,1462,1783,-.2,-3.3
"Coram, NY","City",2018,6,1926,2139,2548,3285,3659,.6,15.8
"Cornelius, NC","City",2018,6,812,899,1049,1414,1776,2.3,1.5
"Corona, CA","City",2018,6,1462,1749,2188,3074,3787,.4,3.2
"Coronado, CA","City",2018,6,2643,2927,3797,5468,6691,0,-.9
"Corpus Christi, TX","City",2018,6,807,845,1055,1407,1616,.7,4.4
"Corte Madera, CA","City",2018,6,1985,2440,3065,4124,4904,-.1,-.3
"Corvallis, OR","City",2018,6,678,818,1026,1494,1797,.2,2
"Costa Mesa, CA","City",2018,6,1535,1828,2348,3192,3519,.2,1.9
"Council Bluffs, IA","City",2018,6,588,740,925,1245,1365,1.2,
"Covina, CA","City",2018,6,1341,1596,2051,2787,3073,-.3,2.6
"Covington, GA","City",2018,6,895,938,1084,1423,1749,-.4,
"Covington, KY","City",2018,6,570,664,873,1220,1424,.2,-.9
"Covington, LA","City",2018,6,658,718,895,1135,1313,-.5,
"Cranston, RI","City",2018,6,893,1002,1217,1545,1816,.3,.5
"Crest Hill, IL","City",2018,6,830,963,1133,1449,1724,2.7,
"Crestview, FL","City",2018,6,714,763,899,1297,1575,-.8,2
"Crofton, MD","City",2018,6,1170,1422,1783,2292,2685,-.5,.6
"Crystal Lake, IL","City",2018,6,1091,1266,1489,1904,2266,-.6,2.8
"Culver City, CA","City",2018,6,1494,1778,2285,3105,3424,.1,6.2
"Cumming, GA","City",2018,6,1173,1230,1421,1865,2292,2.8,2.3
"Cupertino, CA","City",2018,6,3538,4159,5212,7235,8340,-.1,2.7
"Cypress, CA","City",2018,6,1482,1764,2266,3080,3396,.4,.8
"Dallas, GA","City",2018,6,914,959,1107,1454,1787,.2,4.4
"Dallas, TX","City",2018,6,749,893,1109,1504,1915,.3,1
"Daly City, CA","City",2018,6,1998,2455,3084,4150,4935,.6,3.3
"Dana Point, CA","City",2018,6,1730,2059,2646,3596,3965,.6,3.5
"Danbury, CT","City",2018,6,973,1191,1503,1901,2277,.9,2.5
"Danvers, MA","City",2018,6,1501,1712,2123,2668,2941,-.3,1.7
"Danville, CA","City",2018,6,3548,4361,5478,7371,8765,.7,-.8
